ListOfficeName,BuyerOfficeName,closed_sales,total_sales_volume,median_close_price,average_days_on_market,average_close_to_original_list_ratio
REAL BROKERAGE TECHNOLOGIES,NONMEMBER MRML,3,2312000.0,772000.0,13.0,0.9590909090909091
Atkin Homes Corp.,Atkin Homes Corp.,3,2312000.0,817000.0,5.333333333333333,0.9150921348984791
Meritage Homes,Realty ONE Group Future,3,2311508.0,752450.0,38.333333333333336,1.0195932328349981
EXP REALTY OF CALIFORNIA INC,Redfin Corporation,2,2311000.0,1155500.0,35.5,1.001092907092907
Coldwell Banker Realty,"Anita McGregor, Broker",3,2311000.0,900000.0,58.666666666666664,0.9676810088750387
Exp Realty of California Inc.,Winkler Real Estate Group,4,2311000.0,564500.0,22.25,0.9689415115732927
LA Real,Compass,2,2311000.0,1155500.0,17.0,0.9973102847058324
eXp Realty of Greater Los Angeles,Keller Williams Encino/Sherman Oaks,1,2310900.0,2310900.0,67.0,0.9416870415647922
Thrive Real Estate Company,Parkway Real Estate Co.,5,2310610.0,455000.0,19.2,0.998406875301853
Red Oak Realty,Kinetic Real Estate,2,2310000.0,1155000.0,13.0,1.2847608453837598
"Pinnacle Estate Properties, Inc.",Leonard Polster,1,2310000.0,2310000.0,44.0,0.8716981132075472
Zane MacGregor,Intero Real Estate Services,1,2310000.0,2310000.0,9.0,1.1561561561561562
Corcoran Icon Properties,WINKLER REAL ESTATE GROUP,1,2310000.0,2310000.0,12.0,1.32
Century 21 Affiliated,House in SD Inc.,2,2310000.0,1155000.0,3.5,1.0731750026789193
BARNETT REAL ESTATE,Real Broker,3,2310000.0,610000.0,33.0,0.9890044719276064
LIV Sotheby's International Realty,"Dyer Sheehan Group, Inc.",1,2310000.0,2310000.0,7.0,1.0266666666666666
Keller Williams Realty Central Coast,Mark Epstein & Associates,1,2310000.0,2310000.0,34.0,0.8884615384615384
Berkshire Hathaway HomeServices Crest Real Estate,Berkshire Hathaway HomeServices Crest Real Estate,3,2310000.0,725000.0,40.0,0.9989696801648952
Re/Max Estate Properties,Vista Sotheby's International Realty,2,2310000.0,1155000.0,67.5,1.0053368912608405
COMPASS,"Bo W. Kim, Broker",1,2310000.0,2310000.0,51.0,0.9243697478991597
Century 21 Seascape Realty,Engel & Voelkers Mendocino,3,2310000.0,800000.0,81.0,0.9443826938120022
Coldwell Banker West,"Luxome Realty, Inc.",3,2310000.0,705000.0,39.666666666666664,0.9999127964206065
Compass,Flyhomes,2,2310000.0,1155000.0,38.0,1.0230855641553112
Coldwell Banker Realty,Cascade California Realty,1,2310000.0,2310000.0,10.0,0.9705882352941176
Noble Real Estate Services,Noble Real Estate Services,2,2310000.0,1155000.0,57.0,0.9385802373340782
REALTY MASTERS & ASSOCIATES,eXp Realty of Greater Los Angeles,4,2310000.0,532500.0,49.0,1.0021734828371653
RE/MAX ONE,HomeSmart Evergreen Realty,3,2310000.0,770000.0,182.33333333333334,0.9384694579189302
Opendoor Brokerage Inc.,PACIFIC STERLING REALTY,2,2310000.0,1155000.0,18.0,0.9942166140904312
Coldwell Banker Realty,Collab Properties,2,2310000.0,1155000.0,11.0,1.04491559635771
"eXp Realty of California, Inc.",Realty ONE Group Southwest,3,2310000.0,685000.0,7.333333333333333,1.046558191817874
HOMEQUEST REAL ESTATE,Compass,2,2310000.0,1155000.0,44.0,0.968586162440911
Arrive Real Estate,First Team Real Estate,2,2310000.0,1155000.0,64.5,0.9533883087222581
Compass,Soudah Inc,1,2310000.0,2310000.0,40.0,0.9244437329918361
Impact Real Estate,Rodeo Realty,1,2310000.0,2310000.0,23.0,0.9829787234042553
So Cal Dwell,First Team Real Estate,1,2310000.0,2310000.0,4.0,1.05
Surterre Properties Inc,Your 1st Realty,1,2310000.0,2310000.0,3.0,1.0043478260869565
KW Santa Clara Valley Inc,Target Realty & Mortgage,1,2310000.0,2310000.0,12.0,1.0769230769230769
"eXp Realty of California, Inc.",First Reliant Inc,1,2310000.0,2310000.0,13.0,0.9629012088370155
Pinnacle Real Estate Group,Treelane Realty Group Inc.,2,2310000.0,1155000.0,11.0,1.1900879639562325
T.N.G. Real Estate Consultants,WeTrust Realty,2,2310000.0,1155000.0,11.5,0.968862436966722
Pinnacle Estate Properties,Keller Williams Luxury,3,2310000.0,975000.0,50.0,0.8758737657142924
Exclusive Listing,Compass,1,2310000.0,2310000.0,9.0,1.0043914952824036
"Balboa Real Estate, Inc",Pro Realty Group,1,2310000.0,2310000.0,6.0,1.0052219321148825
The Agency,BHG Reliance Partners,2,2310000.0,1155000.0,9.5,1.0531187122736418
CENTURY 21 PRIMETIME REALTORS,Real Broker,4,2310000.0,510000.0,96.5,0.99412001526837
AEST Realty,Coldwell Banker Realty,1,2310000.0,2310000.0,29.0,0.9829787234042553
"Sam Mamola, Broker",Coldwell Banker Realty,1,2310000.0,2310000.0,6.0,1.0065359477124183
Taylor Morrison Services,AG One Realty,1,2309700.0,2309700.0,92.0,0.9623790099125413
Desert Sotheby's International Realty,Out of Area,4,2309000.0,530000.0,73.25,0.9684064317913772
American Beachside Brokers,American Beachside Brokers,3,2309000.0,365000.0,9.0,0.9904207962981927
Gateway Properties,Keller Williams Realty-Silicon Valley,2,2309000.0,1154500.0,8.0,1.0375552282768776
Surterre Properties Inc.,Bennion Deville Homes,3,2309000.0,729000.0,82.66666666666667,0.9079814447952822
"Douglas Elliman of California, Inc","Douglas Elliman of California, Inc",2,2309000.0,1154500.0,42.0,0.9611111111111111
VIP Real Estate Firm,NONMEMBER MRML,5,2309000.0,425000.0,51.6,1.000864221889737
TXR Homes,TXR Homes,3,2309000.0,700000.0,34.666666666666664,0.9737179487179487
Intero Real Estate Services,La Rosa Realty California,2,2308500.0,1154250.0,13.5,1.02426767054666
Dream Realty & Investments Inc,Pinnacle Real Estate Group,2,2308000.0,1154000.0,7.0,1.0076267748478702
THE BOWATER GROUP,"Louie Properties, Inc.",1,2308000.0,2308000.0,11.0,1.0056644880174292
Joshua Tree Modern,Coldwell Banker Roadrunner,5,2308000.0,360000.0,38.8,0.9445791399976619
Sterling Ventures,Maxreal,1,2308000.0,2308000.0,1.0,1.0548446069469835
"KB Home Sales - So Cal, inc.",San Diego Sunrise Realty,2,2307868.0,1153934.0,35.0,0.9841872122673119
Coldwell Banker Quality Properties,Realty Executives Homes,3,2307000.0,852000.0,32.666666666666664,0.9901025516380502
"Melissa Hazlett, Broker",None MRML,1,2307000.0,2307000.0,153.0,0.9501667013317573
"eXp Realty of California, Inc.",PB & Associates,4,2307000.0,626500.0,74.75,0.9937040008560567
Coast Realty,BHGRE HAVEN PROPERTIES,2,2307000.0,1153500.0,1.5,0.9950943396226415
Amata Estates,Realty One Group West,1,2307000.0,2307000.0,5.0,1.0486363636363636
Opendoor Brokerage Inc.,"Real Brokerage Technologies, Inc.",3,2307000.0,828000.0,66.33333333333333,0.9669172147932766
Real Broker,Howe Realty SD,1,2307000.0,2307000.0,4.0,1.0030434782608695
Bullock Russell RE Services,Re/Max Coastal Homes,2,2307000.0,1153500.0,46.0,1.0102767294409967
"LPT Realty,Inc",Finest City Homes,3,2306500.0,810000.0,12.333333333333334,1.011581004307974
TITAN REAL ESTATE GROUP,TITAN REAL ESTATE GROUP,6,2306250.0,335675.0,41.833333333333336,0.9061392188129783
Del Coronado Realty,Keller Williams Realty Irvine,1,2306000.0,2306000.0,11.0,1.098095238095238
Windfall Realty Group Inc,Coldwell Banker Realty,2,2306000.0,1153000.0,8.0,1.0096386165124738
RE/MAX Gold,Century 21 Showcase Realtors,3,2306000.0,666000.0,17.333333333333332,1.0224739333739945
Legacy Real Estate & Assoc.,Real Broker,3,2306000.0,550000.0,13.666666666666666,1.0322714250298703
Wenhe Mortgage & Realty,"eXp Realty of Southern California, Inc.",1,2305900.0,2305900.0,6.0,1.0248444444444444
eXp Realty of Southern CA,Sunrise Investment International,2,2305800.0,1152900.0,31.0,0.9953596950929013
Y Realty,Intero Real Estate Services,1,2305501.0,2305501.0,11.0,1.182914828116983
RE/MAX One,"Real Brokerage Technologies, Inc.",3,2305500.0,775000.0,14.0,1.005140018989944
Finamore Realty,Compass,2,2305001.0,1152500.5,5.0,1.1628096688937646
BHGRE HAVEN PROPERTIES,BHGRE Haven Properties,2,2305000.0,1152500.0,41.5,0.9644599622440938
"JDK & Associates Realty, Inc.",Keller Williams Realty,3,2305000.0,690000.0,60.0,0.9301637735053534
Douglas Elliman of California Inc.,Berkshire Hathaway HomeService,1,2305000.0,2305000.0,101.0,0.9808510638297873
The Agency,BRENDA SUSAN RADLEY,1,2305000.0,2305000.0,49.0,0.9896951481322456
BHHS CA Properties,RE/MAX ONE,2,2305000.0,1152500.0,41.5,0.9857989692893618
"eXp Realty of Southern California, Inc.",Woods Real Estate Services Inc,2,2305000.0,1152500.0,6.0,1.018478042724202
The Agency,KELLER WILLIAMS EMPIRE ESTATES,2,2305000.0,1152500.0,10.0,0.9748231132075472
Redfin Corporation,Bennion Deville Homes,5,2305000.0,405000.0,56.8,0.9691432515664149
Bullock Russell RE Services,"eXp Realty of California, Inc.",2,2305000.0,1152500.0,11.0,0.9737968826414725
Coldwell Banker Realty,Keller Williams Premier Prop,2,2305000.0,1152500.0,23.5,0.9811320754716981
Coldwell Banker Platinum Prop,Redfin Corporation,2,2305000.0,1152500.0,6.5,1.037295081967213
Infinite Realty & Investments,Redfin,2,2305000.0,1152500.0,37.5,0.9648446534577133
"Pinnacle Estate Properties, Inc.","Amy Young, Broker",1,2305000.0,2305000.0,5.0,1.0597701149425287
Seven Gables Real Estate,"eXp Realty of Southern Ca, Inc",3,2305000.0,740000.0,14.0,0.999469074889339
"Pellego, Inc.",NONMEMBER MRML,4,2305000.0,666500.0,11.5,1.0046978537259987
Compass,Uniti Realty,2,2305000.0,1152500.0,26.5,0.9683129830337952
"Matt Davies, Broker",eXp Realty of California Inc,1,2305000.0,2305000.0,7.0,1.047774898859039
Real Broker,Casa Bella Realty Group,3,2305000.0,730000.0,72.66666666666667,0.9340901609527442
The Dunbar Group,Keller Williams West Ventura C,2,2305000.0,1152500.0,92.5,0.8154772208671021
WR Properties,Re/Max Accord,2,2305000.0,1152500.0,8.5,0.9857402356392153
"West Shores Realty, Inc.",Realty ONE Group United,3,2305000.0,720000.0,35.0,0.9543439991591905
Katnik Brothers R.E. Services,Arbor Real Estate,1,2305000.0,2305000.0,7.0,1.0549199084668193
Prism Link Properties,Ten Pointe Realty,1,2305000.0,2305000.0,36.0,0.922738190552442
Realty One Group West,Re/Max Coastal Homes,2,2305000.0,1152500.0,5.0,1.0221719457013574
RE/MAX All-Pro,California Lifestyle Realty,3,2305000.0,585000.0,65.33333333333333,0.932098469261814
Compass,Open House Realty,1,2305000.0,2305000.0,7.0,1.1039272030651341
Keller Williams Property Team Turlock,NONMEMBER MRML,5,2305000.0,450000.0,50.2,0.913631190019627
RE/MAX Estate Properties,Realty One Group United,3,2305000.0,780000.0,9.333333333333334,1.0207813799421632
Pacific Sotheby's Int'l Realty,Sage Investment Group,1,2305000.0,2305000.0,17.0,1.048680618744313
Realty One Group Infinity,New Star Realty Silicon Valley,1,2305000.0,2305000.0,21.0,1.0176600441501105
Keller Williams Pacific Estate,Keller Williams Larchmont,2,2304000.0,1152000.0,16.0,1.1043367323712843
KELLER WILLIAMS REALTY,T.N.G. Real Estate Consultants,3,2304000.0,740000.0,102.66666666666667,0.982730854177285
Realty ONE Group Summit,"eXp Realty of Greater Los Angeles, Inc.",3,2304000.0,774000.0,9.666666666666666,1.0130201062924948
COLDWELL BANKER REALTY,NEST REAL ESTATE,3,2304000.0,745000.0,48.0,1.001983316338124
Berkshire Hathaway HomeService,eHomes,4,2304000.0,580000.0,13.5,1.0014315617262677
Bennion Deville Homes,CM & ASSOCIATES,2,2304000.0,1152000.0,43.0,0.9595387293298521
Coldwell Banker Realty,Star Max Realty,2,2303888.0,1151944.0,73.5,0.9364087794390696
Keller Williams North Valley,Boulevard Estate Properties Inc.,3,2303500.0,756500.0,24.666666666666668,1.0125950350106627
Joshua Tree Modern,"C & S Real Estate, Inc.",6,2303400.0,366250.0,47.166666666666664,0.9152900531195596
PLG Estates,Grand Avenue Realty & Lending,1,2303000.0,2303000.0,45.0,0.9230460921843687
Equity Union,Harcourts Desert Homes,5,2303000.0,390000.0,67.0,0.9517830130086695
T.N.G. Real Estate Consultants,RE/MAX CHAMPIONS,2,2303000.0,1151500.0,53.0,1.0424477994084669
Trillion Real Estate,Realty One Group Pacific,3,2303000.0,810000.0,10.0,1.0118154672610118
WESTCOE REALTORS INC,Windermere Tower Properties,3,2302900.0,818000.0,29.0,0.9915396152518866
Comstock Crosser & Associates Development Company Inc,Equity Union,3,2302633.0,778004.0,26.0,0.9945456687441143
Renovation Realty,"Sony Ben-Moshe, Broker",1,2302517.0,2302517.0,16.0,0.9797944680851064
Engel & Voelkers Mendocino,Garden Ranch Real Estate,3,2302000.0,888000.0,16.666666666666668,0.9757957636773699
LEGACY HOMES MANAGEMENT INC,LEGACY HOMES MANAGEMENT INC,5,2302000.0,400000.0,37.6,0.958743052234005
Coldwell Banker Realty,"Peninsula Real Estate Group, Inc.",3,2302000.0,605000.0,68.0,0.9426649909989471
VALLEY HOMES AND ESTATES,Compass,2,2301500.0,1150750.0,7.0,1.0195260755422535
KW Santa Clara Valley Inc,KW Bay Area Estates Saratoga,1,2301000.0,2301000.0,39.0,0.9607515657620042
"Sundae Funding, Inc.","eXp Realty of California, Inc.",2,2301000.0,1150500.0,30.0,1.0008482640956085
Re/Max Estate Properties,Premiere Estates International Real Estate,1,2301000.0,2301000.0,7.0,1.0463847203274215
BHGRE HAVEN PROPERTIES,"eXp Realty of California, Inc",3,2301000.0,725000.0,43.333333333333336,0.9979189441707121
Equity Union,Media West Realty Inc.,2,2301000.0,1150500.0,7.0,1.052583120070619
Hill & Co. Realtors,Paradigm Realtors,1,2301000.0,2301000.0,6.0,1.0463847203274215
Red Oak Realty,"Nu Level Realty, Inc.",2,2301000.0,1150500.0,10.0,1.3041115852343643
Century 21 Hollywood,Coldwell Banker Realty,2,2301000.0,1150500.0,10.5,1.0100483558994198
RE/MAX Gold Lake County,W Real Estate,7,2300999.0,323999.0,50.714285714285715,0.9781889152274056
Berkshire Hathaway HomeService,Karen Visin Realty,1,2300966.0,2300966.0,16.0,1.046845313921747
Coldwell Banker Country Realty,Compass,3,2300800.0,800000.0,19.0,1.0006707618542905
Century 21 Masters,Infinite Sun Realty,3,2300490.0,805000.0,19.666666666666668,1.0091742713866716
CP Properties,Coldwell Banker Realty,1,2300000.0,2300000.0,12.0,0.8914728682170543
KR HOMES INC,KR HOMES INC,2,2300000.0,1150000.0,44.0,1.046405823475887
Arbor Real Estate,"eXp Realty of California, Inc.",1,2300000.0,2300000.0,0.0,1.0
Vista Properties Inc,BQ Realty,1,2300000.0,2300000.0,11.0,1.1528822055137844
Premier Cal Realty,Coldwell Banker Realty,1,2300000.0,2300000.0,8.0,1.1511511511511512
Compass,Investment Capital Partners,1,2300000.0,2300000.0,62.0,0.9787234042553191
Coastal Legacy Realty Group,Estate Properties,1,2300000.0,2300000.0,0.0,1.0
"Realty Masters & Associates, I",Compass,3,2300000.0,590000.0,16.0,0.9807941970908575
Coldwell Banker Realty,"Trustige Realty Group, Inc.",1,2300000.0,2300000.0,9.0,1.000870322019147
Sotheby's International Realty,The Firm Brokerage,1,2300000.0,2300000.0,83.0,0.989247311827957
Keller Williams Realty Irvine,"eXp Realty of Northern California, Inc.",1,2300000.0,2300000.0,6.0,1.0
Green Valley Realty USA,iResidential Real Estate,1,2300000.0,2300000.0,2.0,1.1511511511511512
Coronado Cays Realty,CityMark Realty,1,2300000.0,2300000.0,89.0,0.9203681472589036
Beverly and Company,"Global Platinum Properties, Inc.",1,2300000.0,2300000.0,0.0,1.0459299681673488
Coldwell Banker Realty,Herdee Properties,1,2300000.0,2300000.0,7.0,1.2111637704054765
Coldwell Banker,Keller Williams San Francisco,1,2300000.0,2300000.0,9.0,1.0459299681673488
Realty One Group West,Faith Global Realty Group,1,2300000.0,2300000.0,31.0,0.8518518518518519
Desert Sotheby's International Realty,Keller Williams Hollywood Hills,1,2300000.0,2300000.0,17.0,1.0
PWNONMEMBER,Y Realty,1,2300000.0,2300000.0,0.0,1.0
"Matt Davies, Broker",Coastal Discount Realty,1,2300000.0,2300000.0,9.0,1.0454602479649888
Camden McKay Realty,Tower Agency,1,2300000.0,2300000.0,92.0,0.92
Compass,Luxury Coast Realty,1,2300000.0,2300000.0,89.0,0.9019607843137255
Keller Williams Realty,Marshall Reddick Real Estate,1,2300000.0,2300000.0,14.0,1.0454545454545454
Linkhome Realty Group,Keystone Realty Group,1,2300000.0,2300000.0,67.0,0.8846153846153846
Bayview Residential Brokerage,EQ1,1,2300000.0,2300000.0,5.0,1.046405823475887
"Griffin Real Estate, Inc.",Rodeo Realty,2,2300000.0,1150000.0,22.5,0.9923381565983425
Village Associates Real Estate,Rossmoor Realty / J.H. Russell,1,2300000.0,2300000.0,8.0,1.1704834605597965
Coldwell Banker West,Define Real Estate,1,2300000.0,2300000.0,59.0,0.9218436873747495
Harvest Realty Development,Golden Orange Realty,1,2300000.0,2300000.0,74.0,0.8524833209785025
Rodeo Realty- Brentwood,Pinnacle Estate Properties,1,2300000.0,2300000.0,48.0,0.9218436873747495
Compass,Oceanfront Realty,1,2300000.0,2300000.0,13.0,0.9643605870020965
Hamilton Properties,HomeSmart Realty West,1,2300000.0,2300000.0,15.0,0.9587328053355565
Carolwood Estates,Rodeo Realty - Pacific Palisades,1,2300000.0,2300000.0,42.0,0.9603340292275574
KELLER WILLIAMS LAKE ARROWHEAD,Arthur Oliver Estates & Homes Inc.,1,2300000.0,2300000.0,139.0,0.9583333333333334
KELLER WILLIAMS EMPIRE ESTATES,Coldwell Banker Assoc Brokers,1,2300000.0,2300000.0,211.0,0.8363636363636363
JohnHart Real Estate,Berkshire Hathaway Home Servic,1,2300000.0,2300000.0,11.0,1.0
KELLER WILLIAMS EMPIRE ESTATES,Yun Ai Inc.,1,2300000.0,2300000.0,41.0,0.9583337326390553
Colleen K. Cotter,"eXp Realty of Southern California, Inc.",2,2300000.0,1150000.0,2.5,0.9207365892714171
Home Masters Realty,Richardson Sotheby's International Realty,1,2300000.0,2300000.0,3.0,1.2111637704054765
Drake Realty,Compass,1,2300000.0,2300000.0,0.0,1.0
GreenTree Properties,Katnik Brothers R.E. Services,1,2300000.0,2300000.0,50.0,0.9218436873747495
Rodeo Realty,HomeSmart Evergreen Realty,3,2300000.0,715000.0,68.66666666666667,1.0947364378089797
Park46 Real Estate,Eminent Valley Real Estate,1,2300000.0,2300000.0,6.0,1.07981220657277
GreenTree Properties,Willis Allen Real Estate,1,2300000.0,2300000.0,30.0,0.9203681472589036
Coldwell Banker Village Prop,Coldwell Banker Village Properties,1,2300000.0,2300000.0,5.0,1.0
Coldwell Banker Res - Newport,KW Temecula,1,2300000.0,2300000.0,168.0,0.9203681472589036
BHHS California Properties,Santa Barbara Office Test,1,2300000.0,2300000.0,5.0,1.0021786492374727
Nourmand & Associates-BW,Coldwell Banker Realty,1,2300000.0,2300000.0,8.0,1.0004349717268377
Homeowner Experience,Keller Williams Thrive,1,2300000.0,2300000.0,15.0,1.0021786492374727
Peregrine Realty,Compass,2,2300000.0,1150000.0,50.0,0.9647862147862148
COMPASS,Gharibian Real Estate,1,2300000.0,2300000.0,44.0,0.9583333333333334
Marciel Realty,Coldwell Banker Realty,1,2300000.0,2300000.0,12.0,1.055045871559633
American Pride Financial Group,Keller Williams Legacy,1,2300000.0,2300000.0,163.0,0.8521674694331234
Target Realty & Mortgage,Target Realty & Mortgage,1,2300000.0,2300000.0,5.0,1.0478359908883828
Christie's Int. R.E SoCal,Roher Realty,1,2300000.0,2300000.0,120.0,1.0004349717268377
REALTY ONE GROUP EMPIRE,RE/MAX FREEDOM,5,2300000.0,470000.0,37.8,1.0142198747628997
"Westview Realty, Inc.","Westview Realty, Inc.",1,2300000.0,2300000.0,69.0,0.9387755102040817
Keller Williams Studio City,Josh Afi Group,1,2300000.0,2300000.0,83.0,0.8363636363636363
COR Homes,COR Homes,2,2300000.0,1150000.0,6.0,1.1671216257203518
Vista Sotheby's Int'l Realty,Lantern Bay Realty,1,2300000.0,2300000.0,92.0,0.9787234042553191
eXp Realty of California Inc,Berkshire Hathaway Homeservice,1,2300000.0,2300000.0,47.0,1.0222222222222221
Rob Jacobus Broker,Coldwell Banker,1,2300000.0,2300000.0,27.0,0.9627459187944747
Partner Real Estate,EastWest Realty,1,2300000.0,2300000.0,24.0,1.15
Real Estate Experts,Montalvo Realty,1,2300000.0,2300000.0,19.0,1.069768436993895
Michael G. Perdue,Pacific Sotheby's Int'l Realty,1,2300000.0,2300000.0,99.0,0.8288288288288288
Kensington Realty Group Inc,Sotheby's International Realty,1,2300000.0,2300000.0,13.0,1.119221411192214
5 Stars Realty,KW Advisors,1,2300000.0,2300000.0,9.0,1.150575287643822
Engel & Voelkers Pasadena,eXp Realty of Greater Los Angeles,1,2300000.0,2300000.0,55.0,1.0
Judy Welk-Pedersen,Priority One Group,1,2300000.0,2300000.0,6.0,0.9583333333333334
