ListOfficeName,BuyerOfficeName,closed_sales,total_sales_volume,median_close_price,average_days_on_market,average_close_to_original_list_ratio
Realty ONE Group Future,eXp Realty of California Inc,1,710000.0,710000.0,36.0,0.9161290322580645
Acevedo Real Estate Corp,Walton Realty Inc.,1,710000.0,710000.0,31.0,0.9752747252747253
"American Dream Team Real Estate Brokers, Inc.",Legacy 15 Real Estate Brokers,1,710000.0,710000.0,31.0,0.9739368998628258
BERKSHIRE HATHAWAY HOMESERVICES CALIFORNIA PROPERTIES,CENTURY 21 SYNERGIA REALTY,1,710000.0,710000.0,4.0,1.0518518518518518
ShoppingSDHouses,GoToHome,1,710000.0,710000.0,3.0,1.0
Pat Owen Realty,Berkshire Hathaway HomeService,1,710000.0,710000.0,9.0,1.0144306329475639
Impact Real Estate Services,eXp Realty of California Inc.,1,710000.0,710000.0,25.0,1.0157367668097281
TREC Lending Inc.,Excellence RE Real Estate,1,710000.0,710000.0,52.0,0.993006993006993
Berkshire Hathaway HomeService,Improve Realty,1,710000.0,710000.0,6.0,1.0157367668097281
Keller Williams Realty Central Coast,Realty Professionals,1,710000.0,710000.0,43.0,1.0502958579881656
COLDWELL BANKER ASSOC BRKR/CL,KW The Lakes,1,710000.0,710000.0,143.0,0.9467929057207628
Absolute Real Estate San Diego,"Big Block Realty, Inc.",1,710000.0,710000.0,9.0,1.0215827338129497
OPENDOOR BROKERAGE INC.,Exit Alliance Realty,1,710000.0,710000.0,239.0,0.9594594594594594
"Gallant Realty, Inc.",ReMax Classic Real Estate,1,710000.0,710000.0,17.0,1.0612855007473843
Forecast Realty Inc.,Del Mar Realty,1,710000.0,710000.0,7.0,1.0157367668097281
ROA California Inc.,Mission Real Estate,1,710000.0,710000.0,16.0,1.0215842037182787
Premier Properties of Pasadena,Keller Williams Realty,1,710000.0,710000.0,61.0,0.9659863945578231
DR Real Estate Inc,Optima Real Estate,1,710000.0,710000.0,6.0,1.0157367668097281
ROA California Inc,RE/MAX HORIZON,1,710000.0,710000.0,4.0,1.0597014925373134
McDermott Realty Group,Elevate Real Estate Agency,1,710000.0,710000.0,7.0,1.092475765502385
Vanguard Properties,Legacy Real Estate & Assoc.,1,710000.0,710000.0,8.0,1.0215827338129497
Berkshire Hathaway HomeService,Grand Property Services,1,710000.0,710000.0,8.0,1.0364963503649636
Realty One Group Pacific,CFL Realty,1,710000.0,710000.0,12.0,1.0291346571966953
RE/MAX One,The Agent and Company,1,710000.0,710000.0,30.0,1.0157367668097281
Christie's International Real Estate Sereno,HomeSmart Bay Area,1,710000.0,710000.0,0.0,1.0
Golden Gate Sotheby's International Realty,Rise Homes,1,710000.0,710000.0,9.0,1.0171919770773639
CRE Real Estate and Mortgage,GOT REAL ESTATE SOLUTIONS,1,710000.0,710000.0,85.0,1.0
Coldwell Banker Alliance,eXp Realty of California Inc.,1,710000.0,710000.0,16.0,1.0171919770773639
Keller Williams San Diego Metro,Sand And Sea Home,1,710000.0,710000.0,8.0,1.0304789550072568
Eighty20 Group,"Hilda Villalobos, Broker",1,710000.0,710000.0,50.0,0.9479305740987984
EXP REALTY OF CALIFORNIA INC.,RE/MAX ADVANTAGE,1,710000.0,710000.0,7.0,0.9793103448275862
CONCIERGE REALTY GROUP,Park Group Real Estate,1,710000.0,710000.0,8.0,1.0215827338129497
California Pacific Funding & R,Keller Williams Realty,1,710000.0,710000.0,0.0,0.993006993006993
KALEO REAL ESTATE COMPANY,The R.R. Network,1,710000.0,710000.0,5.0,1.0142857142857142
The ONE Luxury Properties,Keller Williams Beverly Hills,1,710000.0,710000.0,45.0,0.9727359912316755
Del Mar Realty,Circle Real Estate,1,710000.0,710000.0,14.0,1.0518518518518518
Premier Realty Associates,Coldwell Banker Roadrunner,1,710000.0,710000.0,35.0,1.018651362984218
KW VISION,Nonmember Office,1,710000.0,710000.0,11.0,0.993006993006993
Del Mar Realty,Emerald Group Real Estate Consultants,1,710000.0,710000.0,1.0,1.0291525580963867
"WILSON REALTY GROUP, INC.",WORK REALTY ADVISORS,1,710000.0,710000.0,196.0,0.8787128712871287
Coldwell Banker Quality Properties,Keller Williams Coastal Properties,1,710000.0,710000.0,136.0,0.9466666666666667
Parker Family,"eXp Realty of California, Inc",1,710000.0,710000.0,47.0,0.9793116956023388
Parker Harrison Real Estate,Everest Realty Group,1,710000.0,710000.0,17.0,0.9793103448275862
Custom Property Brokers,Valley View Properties,1,710000.0,710000.0,34.0,0.9466666666666667
KW Temecula,eXp Realty of Greater Los Angeles,1,710000.0,710000.0,20.0,1.0157367668097281
Compass,eXp of Greater Los Angeles,1,710000.0,710000.0,78.0,0.9793103448275862
"eXp Realty of California, Inc.",STIGLER HOMES,1,710000.0,710000.0,37.0,1.0
Berkshire Hathaway HomeService,COLDWELL BANKER TOWN & COUNTRY,1,710000.0,710000.0,5.0,1.014292959235423
Advance Realty,COMPASS,1,710000.0,710000.0,5.0,1.018651362984218
Integrity Realty Group,Keller Williams SELA,1,710000.0,710000.0,12.0,1.0334788937409025
Prestigious Real Estate,Coldwell Banker,1,710000.0,710000.0,80.0,0.9466666666666667
Signature Realty & Loans,Realty ONE Group United,1,710000.0,710000.0,10.0,1.0215827338129497
Homequest Real Estate,Keller Williams Pacific Estates,1,710000.0,710000.0,33.0,1.0
The Mode Agency,Realty Plus,1,710000.0,710000.0,29.0,0.9861111111111112
KW Advisors East Bay,Realty One Group FOX,1,710000.0,710000.0,19.0,0.993006993006993
MTM Property Management &Real,Allison James Estates & Homes,1,710000.0,710000.0,55.0,1.0289855072463767
Foothill City Realty,"Lauren Honey Marcus, Broker",1,710000.0,710000.0,18.0,0.9793103448275862
RE/MAX One,The Real Estate Solution,1,710000.0,710000.0,57.0,1.0144306329475639
Enrique Henry Vega Jr. Broker,First Team Real Estate,1,710000.0,710000.0,134.0,0.9594594594594594
Keller Williams Realty-Studio City,"eXp Realty of Greater Los Angeles, Inc.",1,710000.0,710000.0,6.0,1.0
Home Huntress Real Estate,KW Temecula,1,710000.0,710000.0,4.0,1.0143002042886327
"GLG Realty, Inc.",COLDWELL BANKER REALTY,1,710000.0,710000.0,106.0,0.9466666666666667
Pacific Keys Realty,HomeSmart Realty West,1,710000.0,710000.0,27.0,0.9793103448275862
Exp Realty of California Inc.,RE/MAX Gold-Vallejo,1,710000.0,710000.0,7.0,1.0171919770773639
Cal Bay Realty,Bay East AOR,1,710000.0,710000.0,13.0,1.0304789550072568
Landmark Realtors,Realty World Experts,1,710000.0,710000.0,167.0,0.8069098761222866
REALTY WORLD ALL STARS,Coldwell Banker Alliance,1,710000.0,710000.0,9.0,1.0144306329475639
Bennion Deville Homes,"Double Eagle Real Estate, Inc.",1,710000.0,710000.0,141.0,0.993006993006993
Keller Williams Realty,World Premier Realty WPR,1,710000.0,710000.0,13.0,1.0157367668097281
Team Forss Realty Group,CENTURY 21 Affiliated,1,710000.0,710000.0,110.0,0.9268941604362407
JohnHart Corp,Encinas Realty,1,710000.0,710000.0,17.0,0.9594594594594594
Berkshire Hathaway HomeServices CA Properties,Remax Innovative,1,710000.0,710000.0,7.0,1.0923076923076922
Domus Realty Partners Inc.,WGRES INC.,1,710000.0,710000.0,92.0,0.9793103448275862
CENTURY 21 CITRUS REALTY INC,Veronica Cabrera Broker,1,710000.0,710000.0,7.0,1.0518518518518518
"Exp Commercial of California, Inc.",Realty Executives United,1,710000.0,710000.0,12.0,1.014287163267376
Village Properties & Assoc.,Bay One Realty,1,710000.0,710000.0,40.0,0.9466666666666667
R. D. Cooper & Associates,Keller Williams North Valley,1,710000.0,710000.0,30.0,1.0
BK Platinum Properties,Pacific Sotheby's International Realty,1,710000.0,710000.0,4.0,1.0144306329475639
Christie's International Real Estate SoCal,FM Realtors,1,710000.0,710000.0,86.0,0.7473684210526316
Realty ONE Group United,Redfin Corporation,1,710000.0,710000.0,4.0,1.001410437235543
"Pinnacle Estate Properties, Inc.",Think Boutiq Real Estate,1,710000.0,710000.0,20.0,0.9793103448275862
eHomes,"TERRI LE VESQUE, BROKER",1,710000.0,710000.0,76.0,0.993006993006993
"eXp Realty of California, Inc.",MAINSTREET REALTORS,2,710000.0,355000.0,21.0,0.9950009900019801
Property Gallery,Keller Williams Realty,1,710000.0,710000.0,25.0,0.9793103448275862
"Kasumi Realty, Inc.",The Proud Crowd Inc.,1,710000.0,710000.0,10.0,0.9466666666666667
eXp Realty of California Inc,HOME TEAM REALTY,1,710000.0,710000.0,122.0,0.9342117555417836
Mogul Real Estate,24 Hour Real Estate,1,710000.0,710000.0,5.0,1.0442712163553465
REALTY ONE GROUP WEST,Del Rey Urban Brokerage Inc,1,710000.0,710000.0,56.0,1.000001408452688
Keller Williams Realty Riv,"GRISELDA REYNA, BROKER",1,710000.0,710000.0,119.0,0.9479305740987984
Meridian Capital Real Estate,American Financial Group,1,710000.0,710000.0,27.0,0.9874826147426982
NextHome Real Estate Rockstars,Casablanca Real Estate & Inv,1,710000.0,710000.0,11.0,1.0652663165791447
Compass,RE/MAX TerraSol,1,710000.0,710000.0,157.0,0.9354413702239789
AMERICA HOME REALTY,Rigby & Associates R.E. Svc.,1,710000.0,710000.0,35.0,1.0
KELLER WILLIAMS REALTY COLLEGE PARK,Berkshire Hathaway Home Services Golden Properties,1,710000.0,710000.0,7.0,1.0518518518518518
E3 Realty & Loans,Bhhs Drysdale Properties,1,710000.0,710000.0,32.0,0.993006993006993
Intero Real Estate Services,LA BAY PROPERTIES,1,710000.0,710000.0,15.0,1.014358168440603
Shaw Real Estate Brokers,"JAMIL ALAM, BROKER",1,710000.0,710000.0,91.0,0.9793103448275862
RE/MAX TIME REALTY,"MGR REAL ESTATE, INC.",1,710000.0,710000.0,19.0,1.0142857142857142
Home Team Realty,New Western,1,710000.0,710000.0,112.0,0.7481559536354057
Inland Financial Associates,CENTURY 21 Affiliated,1,710000.0,710000.0,5.0,0.9793778881302159
H & M Realty Group,Re/Max Champions,1,710000.0,710000.0,10.0,1.0291346571966953
Mogul Real Estate,Pivot Real Estate,1,710000.0,710000.0,10.0,1.028986998531882
Select California Homes,"T&H Realty Group, Inc.",1,710000.0,710000.0,18.0,0.9806629834254144
Pacific Sotheby's Int'l Realty,Hardy Realtors,1,710000.0,710000.0,2.0,1.0759205940293983
Realty ONE Group United,Pinnacle Estate Properties,1,710000.0,710000.0,7.0,0.9739368998628258
The Hardy Group,"eXp Realty of Southern California, Inc.",1,710000.0,710000.0,2.0,1.0157367668097281
W Property Group,NONMEMBER MRML,1,710000.0,710000.0,55.0,0.9466666666666667
"Stacy Carter, Broker",On Line Realty,1,710000.0,710000.0,4.0,1.0
Berkshire Hathaway Homeservices California Realty,Better Homes and Gardens Real Estate Champions,1,710000.0,710000.0,96.0,0.9479305740987984
PINNACLE REAL ESTATE GROUP,"PONCE & PONCE REALTY, INC",1,710000.0,710000.0,58.0,0.9739368998628258
Bryant Companies,Norm Haley Real Estate,1,710000.0,710000.0,7.0,1.095679012345679
D.S & CO REALTY,Coldwell Banker Hallmark Realty,1,710000.0,710000.0,3.0,1.028986998531882
Home Saver Realty,UNITED BROKERS REALTY,1,710000.0,710000.0,4.0,1.0142857142857142
Palma Investments,First Class Platinum Brokers,1,710000.0,710000.0,6.0,1.0157367668097281
KP Realty & Associates,Keller Williams Realty,1,710000.0,710000.0,70.0,0.9793103448275862
"LPT Realty, Inc","Quality Homes & Loans, Inc.",1,710000.0,710000.0,13.0,1.0157367668097281
NextHome Luxe Group,Equity Union,1,710000.0,710000.0,12.0,1.0142857142857142
H&M Realty Group,Real Broker,1,710000.0,710000.0,7.0,1.0144306329475639
RE/MAX MASTERS REALTY,REAL ESTATE MAVENS,1,710000.0,710000.0,27.0,1.1007751937984496
REDFIN,POWER 1 PROPERTIES,1,710000.0,710000.0,0.0,1.014575593026579
Everwise Realty,Caliber Real Estate Group,1,710000.0,710000.0,70.0,0.9342105263157895
Coldwell Banker Village Properties,Capitis Real Estate,1,710000.0,710000.0,24.0,1.0765731614859742
HARVEST REALTY DEVELOPMENT,Coldwell Banker Hallmark,1,710000.0,710000.0,39.0,0.9607577807848444
eXp Realty of Southern Calif.,Berkshire Hathaway HomeService,1,710000.0,710000.0,8.0,1.0157367668097281
REALTY ONE GROUP WEST,COLDWELL BANKER GEORGE REALTY,1,710000.0,710000.0,13.0,1.1095483669323332
WEBHOMESREALTY,WEBHOMESREALTY,1,710000.0,710000.0,0.0,1.0144306329475639
REALTY MASTERS & ASSOCIATES,REDFIN CORPORATION,1,710000.0,710000.0,14.0,0.993006993006993
Coldwell Banker Top Team,Realty ONE Group West,1,710000.0,710000.0,98.0,0.9342105263157895
Re/Max All-Pro,United America Realty Services Inc,1,710000.0,710000.0,13.0,0.9862891911039493
Compass,REMAX Proper,1,710000.0,710000.0,59.0,1.0142857142857142
Coldwell Banker Realty,Debra Levine Realty,1,710000.0,710000.0,97.0,0.9793103448275862
First Choice Investments,Hilgard Agency,1,710000.0,710000.0,12.0,1.0157367668097281
Ignite Real Estate,eXp Realty of Southern Calif.,1,710000.0,710000.0,64.0,0.9794454407504484
Universal Elite Inc.,eXp Realty of California Inc.,1,710000.0,710000.0,33.0,1.0
SYNERGY ONE REAL ESTATE,Supreme Realty,1,710000.0,710000.0,3.0,1.0144306329475639
"LW Realty, Inc.",Excellence Premier Real Estate,1,710000.0,710000.0,14.0,1.0518518518518518
Keller Williams Legacy,DOMO Real Estate,1,710000.0,710000.0,106.0,0.9467297819854656
The Villages Realty,The Agency,1,710000.0,710000.0,12.0,0.9793103448275862
Properties By Dinorah,PARTNER Real Estate,1,710000.0,710000.0,16.0,1.0144306329475639
Keller Williams Beverly Hills,"Quality Homes & Loans, Inc.",1,710000.0,710000.0,0.0,1.0171919770773639
Ingenious Realty,"eXp Realty of California, Inc",1,710000.0,710000.0,19.0,0.9479305740987984
RE/MAX TIME REALTY,Wall Street Real Estate,1,710000.0,710000.0,7.0,1.0442712163553465
LEGACY GROUP REALTY,REAL BROKER TECHNOLOGIES,1,710000.0,710000.0,29.0,0.8886107634543179
Century 21 Masters,Rafael & Associates Co.,1,710000.0,710000.0,38.0,0.9466679288905718
Redfin Corporation,"ATM Asset Mgmt, Inc.",1,710000.0,710000.0,19.0,0.9862480900125017
T.N.G. Real Estate Consultants,CIRCLE REAL ESTATE,1,710000.0,710000.0,12.0,1.0142857142857142
RE/MAX TIME REALTY,"Real Estate Central, Inc.",1,710000.0,710000.0,12.0,1.092475765502385
"eXp Realty of California, Inc.","Top Producers Real Estate & Financial, Inc.",1,710000.0,710000.0,16.0,1.0157367668097281
Big Block Premier,CA Flat Fee Listings,1,710000.0,710000.0,47.0,1.028986998531882
Century 21 Plaza,Keller Williams Realty-Studio City,1,710000.0,710000.0,38.0,0.9862480900125017
Treelane Realty Group Inc.,RE/MAX PREMIER/ARCADIA,1,710000.0,710000.0,31.0,0.9530201342281879
Realm Real Estate,RE/MAX Accord,1,710000.0,710000.0,9.0,1.014287163267376
Freedom First Properties,eXp Realty of Greater Los Angeles,1,710000.0,710000.0,97.0,0.9479305740987984
Berkshire Hathaway HomeServices California Properties,Prestige Estate Agency,1,710000.0,710000.0,22.0,0.993006993006993
The Real Estate Resource Group,Seven Gables Real Estate,1,710000.0,710000.0,6.0,1.0518518518518518
"Pinnacle Estate Properties, Inc.","Realty Source, Inc",1,710000.0,710000.0,156.0,0.9861111111111112
METRO REAL ESTATE GROUP,REALTY MASTERS & ASSOCIATES,1,710000.0,710000.0,11.0,0.9607577807848444
Wedgewood Homes Realty,Beeyond Realty,1,710000.0,710000.0,14.0,1.0144306329475639
"eXp Realty of Southern California, Inc.",California Realty Group,1,710000.0,710000.0,45.0,1.0157367668097281
Team Forss Realty Group,"Palisade Realty, Inc",1,710000.0,710000.0,12.0,1.0289855072463767
"Kingdom Real Estate Group, Inc",REALTY SOLUTIONS,1,710000.0,710000.0,99.0,0.9793103448275862
COMPASS,Re/Max Top Producers,1,710000.0,710000.0,18.0,1.0157367668097281
"Modern Nest Realty, Inc.",Century 21 Masters,1,710000.0,710000.0,43.0,1.0289855072463767
Century 21 Realty Masters,M. R. & Associates,1,710000.0,710000.0,8.0,1.0504512501849386
KW The Lakes,eXp Realty of California Inc.,1,710000.0,710000.0,27.0,1.0142857142857142
Keller Williams North Valley,Berkshire Hathaway Hm Ser,1,710000.0,710000.0,18.0,1.014358168440603
Keller Williams Realty,Capwest Real Estate,1,710000.0,710000.0,13.0,1.0157367668097281
"Elhardt Realty, Inc.",Non-Participant Office,1,710000.0,710000.0,6.0,1.0923076923076922
BayOne Real Estate Investment Corporation,"eXp Realty of Southern California, Inc.",1,710000.0,710000.0,74.0,0.9793103448275862
Pinnacle Real Estate Group,CAPRE,1,710000.0,710000.0,26.0,0.9752747252747253
Big Block Executives,"Global Premier Properties, Inc.",1,710000.0,710000.0,53.0,1.0215827338129497
Wedgewood Homes Realty,Coldwell Banker Omni Group,1,710000.0,710000.0,32.0,1.0157367668097281
Berkshire Hathaway HomeServices California Properties,K-Town Realty & Management,1,710000.0,710000.0,8.0,0.993006993006993
KELLER WILLIAMS BIG BEAR,Keller Williams Realty,2,710000.0,355000.0,54.5,0.9640905801671656
"HomeSmart, Evergreen Realty",New Star Realty,1,710000.0,710000.0,10.0,1.0939907550077042
Century 21 Realty Masters,All Pro Realty,1,710000.0,710000.0,32.0,0.9726027397260274
Dudum Real Estate Group Inc.,"LPT Realty, Inc",1,710000.0,710000.0,6.0,1.0070921985815602
Village Associates Real Estate,Corcoran Icon Properties,1,710000.0,710000.0,24.0,1.0070921985815602
Moneymax,Redfin,1,710000.0,710000.0,18.0,0.9793103448275862
Pinpoint Realtors,First Team Real Estate,1,710000.0,710000.0,15.0,1.014287163267376
LANCE REALTY,Freskos Realty,1,710000.0,710000.0,20.0,0.9727359912316755
Realty World Experts,"Downtown, REALTORS",1,710000.0,710000.0,6.0,1.0518518518518518
Taylor Morrison Services,CENTURY 21 Real Estate Alliance,1,710000.0,710000.0,61.0,0.9626139714605294
Wheeler Steffen Sotheby's Intl. Realty,STIGLER HOMES,1,710000.0,710000.0,44.0,0.9466666666666667
Abundance Real Estate,Premiere Choice R E Inc,1,710000.0,710000.0,22.0,0.9467929057207628
RE/MAX TIME REALTY,CASTLE REALTY GROUP INC.,1,710000.0,710000.0,77.0,0.9862480900125017
CENTURY 21 CITRUS REALTY INC,"Real Estate Central, Inc.",1,710000.0,710000.0,2.0,1.014287163267376
Century Property Mngmt&Invest,Maxwell Realty Inc,1,710000.0,710000.0,109.0,1.0
Monument Realty,Realty One Group Elite,1,710000.0,710000.0,15.0,1.0157367668097281
Trillion Real Estate,Coldwell Banker,1,710000.0,710000.0,8.0,0.8875011093763867
Blue Diamond Realty & Property Management,FIRST AMERICAN TEAM REALTY,1,710000.0,710000.0,8.0,1.0923076923076922
Berkshire Hathaway Homeservices California Properties,NONMEMBER MRML,2,710000.0,355000.0,110.0,0.9157894736842105
F A S Realty Inc.,Alliance Bay Realty,1,710000.0,710000.0,12.0,1.0215827338129497
Engel & Volkers Danville,Realty One Group Elite,1,710000.0,710000.0,8.0,1.0939907550077042
"Lighthouse Estate Properties, Inc.",LA Home Realty,1,710000.0,710000.0,43.0,0.9793116956023388
Keller Williams High Desert,Luxury Collective,1,710000.0,710000.0,15.0,1.0304789550072568
"REALTY MASTERS & ASSOCIATES, INC.",REALTY MASTERS& ASSOC/CHINO,1,710000.0,710000.0,7.0,1.0600179157957599
ERA Donahoe Realty,Cielo Home Group,1,710000.0,710000.0,26.0,0.9793103448275862
Compass,BanCal Management Corp,1,710000.0,710000.0,83.0,1.0364963503649636
Group Ten Realty,THE WRIGHT ASSOCIATED COMPANY,1,710000.0,710000.0,41.0,0.9739368998628258
DAY AND NIGHT REALTY,Berkshire Hathaway Home Svcs,1,710000.0,710000.0,19.0,1.047197640117994
Redfin,The Hills Premier Realty,1,710000.0,710000.0,45.0,0.9226770630279402
Diamante Realty,Your Home Sold Guaranteed Realty,1,710000.0,710000.0,5.0,1.0157367668097281
Marina Beach Real Estate,Marina Beach Real Estate,1,710000.0,710000.0,17.0,0.856453558504222
"eXp Realty of California, Inc",Truth Realty,1,710000.0,710000.0,21.0,1.0442712163553465
Bellamia Real Estate Services,"Aldina Real Estate,Inc.",1,710000.0,710000.0,7.0,1.0070921985815602
Keller Williams Realty Antelope Valley,White House Realty Investment Inc.,1,710000.0,710000.0,2.0,1.0144306329475639
Alexander Real Estate,Estate Properties,1,710000.0,710000.0,144.0,0.9102564102564102
Ricci Realty,"Orange Realty, Inc.",1,710000.0,710000.0,8.0,1.0144306329475639
MARKETREND REALTY CORPORATION,"Top Producers Realty, Ryjen Group",1,710000.0,710000.0,26.0,0.9727359912316755
New Village Realty Group Inc.,COLDWELL BANKER REALTY,1,710000.0,710000.0,18.0,0.9793103448275862
Realty World Main Street,KELLER WILLIAMS RIVERSIDE CENT,1,710000.0,710000.0,15.0,1.0
eXp Realty of California Inc.,Realty One Group West,1,710000.0,710000.0,20.0,1.0
eXp Realty of California Inc,Hope Realty & Associates,1,710000.0,710000.0,5.0,1.014287163267376
Keller Williams Realty Antelope Valley,VISTA PACIFIC REALTY,1,710000.0,710000.0,122.0,0.9794454407504484
T.N.G. Real Estate Consultants,Realty ONE Group Southwest,1,710000.0,710000.0,10.0,1.0441176470588236
eXp Realty of California Inc,JAIME CALDERON BROKER,1,710000.0,710000.0,14.0,1.0142857142857142
Clockwork Property Management,Ming Guan Broker,1,710000.0,710000.0,39.0,0.9793103448275862
Next Brokerage,Century 21 Allstars,1,710000.0,710000.0,9.0,1.0289855072463767
Casablanca Real Estate & Inv,"Century Financial Group, Corp.",1,710000.0,710000.0,10.0,0.9594607560280487
Real Broker,24/7 Realty Inc,1,710000.0,710000.0,22.0,0.9874826147426982
eXp Realty of Greater Los Angeles,REALTY ONE GROUP WEST,1,710000.0,710000.0,52.0,0.9595891336667117
First Team Real Estate,Century Realty & Mortgage Inc.,1,710000.0,710000.0,15.0,1.0142857142857142
COLDWELL BANKER REALTY,UNIVERSAL ELITE INC.,1,710000.0,710000.0,21.0,1.0157367668097281
RE/MAX TIME REALTY,"KASE Real Estate, Inc.",1,710000.0,710000.0,60.0,1.0173377274681186
RE/MAX Estate Properties,INTI Realty,1,710000.0,710000.0,33.0,0.9594594594594594
Re/Max R. E. Specialists,Redfin Corporation,1,710000.0,710000.0,9.0,1.0157367668097281
Estate Properties,The Davidi Company,1,710000.0,710000.0,2.0,0.8357857563272513
1St Class Realty,Century 21 Allstars,1,710000.0,710000.0,11.0,1.0
COLDWELL BANKER TOWN & COUNTRY,ALIGN HOMES,1,710000.0,710000.0,30.0,0.9793103448275862
Evolve RE Inc.,Keller Williams Pacific Estate,1,710000.0,710000.0,46.0,1.0157367668097281
"HomeSmart, Evergreen Realty","Real Brokerage Technologies, Inc.",1,710000.0,710000.0,15.0,1.0441406795738142
Pinnacle Real Estate Group,Coldwell Banker Realty-Arcadia,1,710000.0,710000.0,22.0,1.014287163267376
Shaw Real Estate Brokers,Frontier Realty Inc,1,710000.0,710000.0,6.0,1.0157367668097281
Re/Max All-Pro,Palma Investments,1,710000.0,710000.0,16.0,1.0144306329475639
T.N.G. Real Estate Consultants,"J Chasin Bohorquez, Broker",1,710000.0,710000.0,5.0,1.0171919770773639
Coldwell Banker West,"Vantage Realty Group, Inc.",1,710000.0,710000.0,23.0,0.9467929057207628
Big Block Powerhouse Realty,RE/MAX Dynasty,1,710000.0,710000.0,7.0,1.0289855072463767
Regency Real Estate Brokers,ERA Donahoe Realty,1,710000.0,710000.0,9.0,1.0142857142857142
TDR REAL ESTATE GROUP,Keller Williams Realty Irvine,1,710000.0,710000.0,56.0,0.9874826147426982
KW Covina,KELLER WILLIAMS EMPIRE ESTATES,1,710000.0,710000.0,0.0,1.0142857142857142
Berkshire Hathaway HS Real Time Realty,Real Brokerage Technologies,1,710000.0,710000.0,9.0,1.0304789550072568
Better Homes Realty,Warring & Associates,1,710000.0,710000.0,72.0,0.8362779740871613
Vida Realty,Excellence RE Real Estate,1,710000.0,710000.0,10.0,0.9874826147426982
"Over the Moon Realty, Inc",Remax Property Experts,1,710000.0,710000.0,6.0,1.0157367668097281
RE/MAX TIME REALTY,HPT Realty,1,710000.0,710000.0,13.0,1.0144306329475639
Moon Realty,"HomeSmart, Evergreen Realty",1,710000.0,710000.0,37.0,0.9861124807117788
Don Simpson Real Estate,Premier Wholesale Mortgage,1,710000.0,710000.0,13.0,0.9726560359471752
Alta Realty Group,"Kiem-Ai Thieu, Broker",1,710000.0,710000.0,176.0,0.8362779740871613
Elite REO Brokers,"Pinnacle Estate Properties, Inc.",1,710000.0,710000.0,13.0,1.0157367668097281
A List California Properties,E3 Realty & Loans,1,710000.0,710000.0,51.0,0.9114249037227214
A Plus Properties,San Diego Realty Pro,1,710000.0,710000.0,28.0,0.9861111111111112
"EHM Real Estate, Inc.",DOMO Real Estate,1,710000.0,710000.0,40.0,0.9466666666666667
RE/MAX LAKESIDE,eHomes,1,710000.0,710000.0,112.0,0.9530201342281879
CHAMPION Real Estate,Comet Realty,1,710000.0,710000.0,118.0,0.8352941176470589
Berkshire Hathaway HomeServices California Properties,Mogul Real Estate,2,710000.0,355000.0,59.5,0.7835820895522387
"Lighthouse Lending Group, Inc.",HOMEQUEST REAL ESTATE,1,710000.0,710000.0,3.0,1.0144306329475639
Gregory James Group,COLDWELL BANKER LEADERS,1,710000.0,710000.0,59.0,1.290909090909091
RE/MAX TIME REALTY,Dream Home Realty,1,710000.0,710000.0,10.0,1.0144306329475639
Re/Max R. E. Specialists,Real Estate Investment Agency,1,710000.0,710000.0,10.0,0.9739368998628258
"Kimberly Juday, Broker",House Of Seven Gables Real Estate Inc.,1,710000.0,710000.0,17.0,1.0
Century 21 Jervis & Associates,Executive  Bankers Realty,1,710000.0,710000.0,17.0,1.0518518518518518
RE/MAX TIME REALTY,FUSION ONE REALTY,1,710000.0,710000.0,5.0,1.0
KELLER WILLIAMS EMPIRE ESTATES,Realty ONE Group Homelink,1,710000.0,710000.0,10.0,1.0142857142857142
COMPASS,Calco Real Estate,1,710000.0,710000.0,42.0,0.9794454407504484
CENTURY 21 CITRUS REALTY INC,Pacific Properties Realty Group,1,710000.0,710000.0,63.0,0.9861111111111112
DC Real Estate,Remax Property Experts,1,710000.0,710000.0,11.0,1.018651362984218
Coldwell Banker Alliance,HOMEQUEST REAL ESTATE,1,710000.0,710000.0,16.0,1.0157367668097281
FIRST CHOICE REALTY SOLUTIONS,First Team Real Estate,1,710000.0,710000.0,97.0,0.9596046969271025
eHomes,Jennifer Quinto,1,710000.0,710000.0,11.0,1.0142857142857142
Craig Estates and Fine Properties,Re/Max Freedom,1,710000.0,710000.0,8.0,1.0304789550072568
Diamond Realty,Global 365 Real estate,1,710000.0,710000.0,21.0,1.0157367668097281
Mr. Murrieta Real Estate,Radius Agent Realty,1,710000.0,710000.0,4.0,0.9794454407504484
"Teamprovident, Inc.","Douglas Elliman of California, Inc.",1,710000.0,710000.0,13.0,1.136
HJS REALTY,RE/MAX ADVANTAGE,1,710000.0,710000.0,233.0,0.9161290322580645
Bona Real Estate Fontana Team,UNITED BROKERS REALTY,1,710000.0,710000.0,27.0,1.0144306329475639
EXP Realty,Dream House Realty,1,710000.0,710000.0,10.0,1.0923076923076922
North Hills Realty,Bullock Russell RE Services,1,710000.0,710000.0,6.0,1.0171919770773639
A + Realty & Mortgage,Clear Realty,1,710000.0,710000.0,12.0,1.0142857142857142
Circle Real Estate,FROST REALTY SERVICES,1,710000.0,710000.0,10.0,1.0289855072463767
Towers Realty Services,Compass,1,710000.0,710000.0,57.0,0.9659863945578231
Equity RE Pacific Coast,Allison James Estates & Homes,1,710000.0,710000.0,101.0,0.9161290322580645
